,date,energy_demand,time,is_weekend
2203,2023-01-23,45334.358,22:00:00,False
2207,2023-01-23,42448.332,23:00:00,False
2211,2023-01-24,40119.16599999,00:00:00,False
2215,2023-01-24,38178.16399999,01:00:00,False
2219,2023-01-24,37065.563,02:00:00,False
2223,2023-01-24,36416.121,03:00:00,False
2227,2023-01-24,36429.015,04:00:00,False
2231,2023-01-24,37163.69799999,05:00:00,False
2235,2023-01-24,38295.093,06:00:00,False
2239,2023-01-24,40755.727,07:00:00,False
2243,2023-01-24,42587.22,08:00:00,False
2247,2023-01-24,43095.69199999,09:00:00,False
2251,2023-01-24,43510.19899999,10:00:00,False
2255,2023-01-24,43161.21899999,11:00:00,False
2259,2023-01-24,42706.239,12:00:00,False
2263,2023-01-24,44280.03599999,13:00:00,False
2267,2023-01-24,45964.705,14:00:00,False
2271,2023-01-24,46966.764,15:00:00,False
2275,2023-01-24,47548.198,16:00:00,False
2279,2023-01-24,46206.638,17:00:00,False
2283,2023-01-24,46198.086,18:00:00,False
2287,2023-01-24,48689.343,19:00:00,False
2291,2023-01-24,48977.987,20:00:00,False
2295,2023-01-24,47954.295,21:00:00,False
2299,2023-01-24,46054.352,22:00:00,False
2303,2023-01-24,43317.321,23:00:00,False
2307,2023-01-25,40917.764,00:00:00,False
2311,2023-01-25,38610.122,01:00:00,False
2315,2023-01-25,37465.883,02:00:00,False
2319,2023-01-25,36665.033,03:00:00,False
2323,2023-01-25,36672.129,04:00:00,False
2327,2023-01-25,37199.77499999,05:00:00,False
2331,2023-01-25,38158.247,06:00:00,False
2335,2023-01-25,40203.962,07:00:00,False
2339,2023-01-25,41981.30299999,08:00:00,False
2343,2023-01-25,42525.45199999,09:00:00,False
2347,2023-01-25,42880.536,10:00:00,False
2351,2023-01-25,42766.428,11:00:00,False
2355,2023-01-25,42646.117,12:00:00,False
2359,2023-01-25,44297.408,13:00:00,False
2363,2023-01-25,45665.70399999,14:00:00,False
